oid_mitkan,ms_miklat,k_sug,t_sug,k_rechov,shem_recho,ms_bait,knisa,Full_Address,shem_rechov_eng,shetach_mr,k_sinon,t_sinon,hearot,h_sug,x_coord,y_coord,lon,lat,shem_baalim,shem,pail,from_time,to_time,opening_times,url_tik,telephone_henion,maneger_name,email,celolar,is_open,UniqueId,date_import,miklat_mungash
10658,120,1.0,מקלט ציבורי,820.0,קהילת לודג',28, ,קהילת לודג' 28 ,KEHILAT LODZ        ,125.0,0.0,ללא מערכת סינון,"המקלט נמצא בין בניינים  28-30, מול הגינה הציבורית. ניתן גם להגיע דרך רחוב שיטרית בכור פינת בני אפרים בשביל.",לא,182805.03526109,668315.62271778,34.81541959,32.10722599,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-58,13/03/2026 10:13:17,
10659,210,1.0,מקלט ציבורי,984.0,רדינג,10, ,רדינג 10 ,READING             ,75.0,1.0,"מקלט מוגן אב""כ","3 דרכי גישה למקלט: 1. דרך השבילים בבניינים 8,10,12. 2.  דרך השביל ברחוב ברודצקי 4, בין בניינים 4 ו-6 קיים שביל המגיע עד למקלט. 3. דרך השבילים ברחוב הרטגלס 6-8",לא,180829.53045643,667975.73523524,34.79450322,32.10409493,,,כשיר לשימוש,,,נפתח אוטומטית בשעת חירום,,,,,,כן,592-75,13/03/2026 10:13:17,
10660,132,2.0,מקלט ציבורי במוסדות חינוך,899.0,עשהאל,3,,עשהאל 3,ASHAEL,120.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח בי""ס ""צהלה"", כניסה דרך השער הראשי,המקלט מעבר למגרש הכדורסל הפתוח.",כן,184923.25526837,669973.05407087,34.83780202,32.12223933,,בית ספר צהלה,כשיר לשימוש,,,נפתח אוטומטית בחירום,,,,,,כן,592-34,13/03/2026 10:13:17,
10661,905,1.0,מקלט ציבורי,3535.0,ישראל מסלנט,27, ,ישראל מסלנט 27 ,MISALANT            ,90.0,1.0,מערכת סינון,"המקלט נמצא בשטח המרכז הקהילתי שפירא, מול ישיבת אורות. נכנסים בכניסה הראשית למרכז,ישר ואז שמאלה דרך השער למגרש הכדורסל, חוצים אותו ואז משמאל הכניסה למקלט. ייתכן ותהיה גישה גם דרך רחוב חכמי ישראל מול 112 דרך המרכז לקשיש.",לא,179481.83154308,661940.94966755,34.78047643,32.04962749,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-124,13/03/2026 10:13:17,
10662,839,1.0,מקלט ציבורי,4069.0,זבד,13, ,זבד 13 ,,75.0,1.0,מערכת סינון,המקלט נמצא בפינת הרחובות זבד (נדב לשעבר) מול 13 וכצנלסון בת שבע מול 22. למקלט דלת נגררת הנפתחת בחירום ונדרש רק לדחוף אותה קדימה.,לא,180698.11026985,661813.90448718,34.79335968,32.04852424,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-166,13/03/2026 10:13:17,
10663,95,4.0,חניון מחסה לציבור,664.0,הארבעה,28, ,הארבעה 28 ,HA'ARBA'AH    ,24969.0,,,פתוח 24 שעות ביממה ,,180000.93928007,664179.58384578,34.78588088,32.06983335,חניון מגדלי הארבעה,מגדלי הארבעה,כשיר לשימוש,,,,,050-2201299 אלחנדרו ,,,,כן,592-101,13/03/2026 10:13:17,
10664,82,4.0,חניון מחסה לציבור,376.0,"ריב""ל",7, ,"ריב""ל 7 ",RIVAL               ,8074.0,0.0,ללא מערכת סינון,ניתן להיכנס דרך הבניין 24 שעות, ,179586.96869235,663363.67568742,34.78153061,32.0624611,"נכסי אריאל - חניון עמגר ניהול בע""מ","ריב""ל 7",כשיר לשימוש,,,א'-ה' מ 07:00 עד 21:00,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\עמגר,03-7914471,אסנת נשיא,mailto:sonolmng@arielgroup.co.il,050-4949169 אסנת נשיא,כן,592-50,13/03/2026 10:13:17,
10665,1011,1.0,מקלט ציבורי,3117.0,מנדס פרנס,8, ,מנדס פרנס 8 ,FRANCE              ,100.0,1.0,מערכת סינון,"המקלט נמצא בגינת טולוז, מול בית מספר 5, בסמוך למרכז הפיס ולמרכז הערבי יהודי ביפו.",לא,176347.51409324,661031.23737601,34.74733076,32.04130855,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-219,13/03/2026 10:13:17,
10666,532,1.0,מקלט ציבורי,1036.0,שביל שולמן,5, ,שביל שולמן 5 ,SHULMAN             ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בכניסה לגן ""מניה ומוריס לי"", בין בתים מספר 3 ו-7.",לא,181024.9687339,664007.40960134,34.79673272,32.06831608,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-79,13/03/2026 10:13:17,
10667,1023,1.0,מקלט ציבורי נגיש,3112.0,הלוטוס,12, ,הלוטוס 12 ,HALOTUS             ,75.0,1.0,מערכת סינון,המקלט נמצא מול בית מספר 12 ברחבה הציבורית. ניתן להגיע למקלט גם דרך רחוב יפת 120.,לא,176649.59552211,661203.95762122,34.75052125,32.04287759,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-6,13/03/2026 10:13:17,
10668,828,1.0,מקלט ציבורי,3843.0,אורים,41, ,אורים 41 ,LEHI                ,100.0,1.0,מערכת סינון,"המקלט היה בעברו בשטח ביה""ס עמיאל - רמב""ם ולאחר הריסת ביה""ס עבר לסטטוס שטח מרכז קהילתי ""אורים"".כניסה משער ראשי ישר וימינה דרך מגרש הכדורסל ואז מגמה שמאלה, כמו כן קיים שער כניסה מרחוב לח""י מול 47 לרווחת הציבור.",כן,180657.30621193,661644.75524703,34.79293447,32.04699748,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-189,13/03/2026 10:13:17,
10669,514,2.0,מקלט ציבורי במוסדות חינוך,21.0,העבודה,25, ,העבודה 25 ,HA'AVODA            ,100.0,0.0,ללא מערכת סינון,המקלט נמצא בתוך מתחם גני הילדים העירוני. כניסה משער ראשי ואז ימינה למבנה הגנים השני לאחר חצר המשחקים.,כן,178974.27082249,664180.99084777,34.77500794,32.06980966,,אשכול גנים העבודה,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-82,13/03/2026 10:13:17,
10670,202,1.0,מקלט ציבורי,988.0,כפר יונה,14, ,כפר יונה 14 ,KFAR YONA           ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בין בניינים 12 ו-14 בגינה. הכניסה למקלט מול בית מספר 14. גישה נוספת מרחוב חיים לבנון 41, מימין למגרש כדורסל קיים שביל לגינה ולמקלט.",לא,181349.26619431,668507.49399019,34.79998838,32.10890791,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-59,13/03/2026 10:13:17,
10671,703,1.0,מקלט ציבורי,3368.0,הנגרים,25, ,הנגרים 25 ,HANAGARIM           ,100.0,0.0,ללא מערכת סינון,"המקלט צמוד לגדר בית הספר דרויאנוב אך לא בתחומו, מול בית מספר 13.",לא,178002.93944347,662672.19470571,34.76478622,32.05616837,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-256,13/03/2026 10:13:17,
10672,109,2.0,מקלט ציבורי במוסדות חינוך,1299.0,מאייר מרדכי,2, ,מאייר מרדכי 2 ,MORDEKHAI MEYER     ,85.0,0.0,ללא מערכת סינון,"המקלט בתוך מתחם פנימיות תל ברוך - גבעת הוד,בית הנוער העירוני ע""ש רוזי - פתיחה אוטומטית בשעת חירום.",לא,182772.13421438,669871.05092605,34.81501145,32.12125141,,מתחם פנימיות תל ברוך,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-5,13/03/2026 10:13:17,
10673,1025,2.0,מקלט ציבורי במוסדות חינוך,3736.0,ארליך,35, ,ארליך 35 ,PESTALIZZI          ,100.0,0.0,ללא מערכת סינון,"המקלט נמצא בתוך מתחם סגור שהיה שייך בעבר לבי""ס וייצמן. כעת הכניסה הראשית למקלט היא מרחוב ארליך 37 מול הכניסה לחנייה של המרכז הגריאטרי צהלון קיים שער ברזל הנפתח בחירום ומיד אחריו נמצא המקלט. בסמוך אליו נמצא מבנה החטיבה הצעירה ע""ש לואיס וגבי וויספלד.",כן,177215.77032591,661501.73504399,34.75650244,32.04558422,,,כשיר לשימוש,,,נפתח אוטומטית בחירום,,,,,,כן,592-54,13/03/2026 10:13:17,
10674,914,1.0,מקלט ציבורי,3535.0,ישראל מסלנט,26, ,ישראל מסלנט 26 ,MISALANT            ,70.0,1.0,מערכת סינון,המקלט נמצא בשטח הבניין המשותף. יש להיכנס לבניין ולרדת במדרגות עד להגעה לדלת הכניסה. ניתן להגיע למקלט גם מרחוב השילוח 11 ואז לטפס קומה עד למקלט.,לא,179521.32959916,661962.66169837,34.78089374,32.04982469,,,כשיר לשימוש,,,פתיחה ידנית בחירום,,,,,,כן,592-413,13/03/2026 10:13:17,
10675,717,1.0,מקלט ציבורי,643.0,פטרסון,3, ,פטרסון 3 ,PATTERSON           ,100.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא מול בניין מספר 3 פינת רחוב ווג'ווד 4. ניתן להגיע גם דרך שדרות החי""ל 5 מול בי""ח רעות.",לא,180382.67182202,662751.79881872,34.78998168,32.05697114,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-343,13/03/2026 10:13:17,
10676,27,4.0,חניון מחסה לציבור,8.0,רוטשילד,41, ,רוטשילד 41 ,ROTHSHILD           ,8800.0,0.0,ללא מערכת סינון,, ,178842.52163544,663511.46389723,34.77364097,32.06376727,"חניון ציון ניהול בע""מ",בית ציון,כשיר לשימוש,,,א'-ד' 06:00 עד 02:00 ה- ו'  06:00 עד 03:00,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\בית ציון,03-5607051,זאב חדש,ziontwmng@arielgroup.co.il,054-8145068 זאב,כן,592-16,13/03/2026 10:13:17,
10677,915,1.0,מקלט ציבורי,3535.0,ישראל מסלנט,28, ,ישראל מסלנט 28 ,MISALANT            ,70.0,0.0,ללא מערכת סינון,המקלט נמצא בשטח הבניין המשותף. יש להיכנס לבניין ולרדת במדרגות עד להגעה לדלת הכניסה. ניתן להגיע למקלט גם מרחוב השילוח 13 ואז לטפס קומה עד למקלט.,לא,179526.4326064,661982.53572659,34.78094694,32.05000409,,,כשיר לשימוש,,,פתיחה ידנית בחירום,,,,,,כן,592-128,13/03/2026 10:13:17,
10678,1035,2.0,מקלט ציבורי במוסדות חינוך,3203.0,יפת,232, ,יפת 232 ,PAHAD YITZHAK       ,75.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס ""שילה"". כניסה מהשער הראשי ברחוב פחד יצחק 8, ישר, חוצים את מגרש הכדורסל וממול בתוך מתחם מגודר נמצא המקלט.",כן,176271.8389858,660332.88038454,34.74656093,32.03500801,,בית ספר שילה,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-345,13/03/2026 10:13:17,
10679,31,4.0,חניון מחסה לציבור,54.0,בגין מנחם,154, ,בגין מנחם 154 ,BEGIN  MENAHEM      ,10490.0,0.0,ללא מערכת סינון,יש כניסה מהבניין עם שומר 24/7, ,180848.21548296,665194.36328647,34.79481312,32.07901376,מגדן,בית קרדן,כשיר לשימוש,פתוח 24 שעות,פתוח 24 שעות,יש כניסה מהבניין עם שומר 24/7,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\קרדן,03-6083505,מארק,mailto:ERAN@MEKEAN.COM,052-5096666,כן,592-246,13/03/2026 10:13:17,
10680,803,1.0,מקלט ציבורי,1007.0,"הפלמ""ח",28, ,"הפלמ""ח 28 ",HAPALMAH            ,100.0,1.0,מערכת סינון,"המקלט נמצא מאחורי בניין מספר 28 וקפה ""אמירה"",צמוד למרכז הפיקוח העירוני. למקלט כניסה נפרדת ואין צורך להיכנס לפיקוח. ניתן להגיע גם מרחוב קלמר משה 11.",לא,180911.30357253,663349.46666724,34.79555538,32.06237899,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-386,13/03/2026 10:13:17,
10681,51,4.0,חניון מחסה לציבור,35.0,לוינסקי,39, ,לוינסקי 39 ,ELHANAN EIB LEVINSKY,3200.0,0.0,ללא מערכת סינון,כניסה נוספת מרחוב השוק 5, ,178580.0442628,663072.66627426,34.77088007,32.0598008,"מרכז לוינסקי בע""מ",מרכז לוינסקי,כשיר לשימוש,,,24 שעות,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מרכז לוינסקי,אין,קובי אגמון,kobi@yamparking.co.il,053-3844441,כן,592-143,13/03/2026 10:13:17,
10682,626,2.0,מקלט ציבורי נגיש,134.0,שבתי דון יחייא,1, ,שבתי דון יחייא 1 ,,75.0,1.0,"מקלט מוגן אב""כ","המקלט נמצא בשטח ביה""ס ""תיכון עירוני נווה צדק"".כניסה מהשער הראשי שמאלה. בדרך ישנו שער נוסף שנפתח בחירום. גישה נוספת מכניסת הרכבים ברחוב איל""ן 2 דרך השער שייפתח בחירום.",כן,177952.76337224,663620.53805209,34.76421395,32.06471849,בית ספר תיכון נווה צדק,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-276,13/03/2026 10:13:17,
10683,513,1.0,מקלט ציבורי,68.0,לונץ,8, ,לונץ 8 ,LUNZ                ,120.0,1.0,"מקלט מוגן אב""כ",המקלט נמצא בתוך מתחם סגור בין בניין מספר 8 ובניין ישיבת בר אילן ומול בניינים מספר 7 ו-9. שער המתחם יהיה פתוח באופן רצוף בזמן חירום.,לא,179346.74135129,664140.89779085,34.77895424,32.06946141,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-85,13/03/2026 10:13:17,
10684,529,1.0,מקלט ציבורי,733.0,עמישב,21, ,עמישב 21 ,AMISHAV             ,100.0,1.0,"מקלט מוגן אב""כ",כניסת המקלט מול עמישב 18 בצמוד לגינה וגן המשחקים.ניתן להגיע גם מרחוב דרך השלום 85 בשביל ואז ימינה.,לא,181699.52369158,663459.175823,34.80389802,32.06339499,,,כשיר לשימוש,,,פתיחה אוטומטית בשעת חירום,,,,,,כן,592-411,13/03/2026 10:13:17,
10685,56,4.0,חניון מחסה לציבור,664.0,הארבעה,17, ,הארבעה 17 ,HA'ARBA'AH          ,15300.0,0.0,ללא מערכת סינון,, ,180009.341292,664214.255895,34.78596844,32.07014631,חברה לניהול חניון מגדל מילניום,מגדל התיכון,כשיר לשימוש,07:00,23:30,07:00-23:30,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\מגדל המילניום,03-6844711,עומר,,054-7495960,כן,592-216,13/03/2026 10:13:17,
10686,5,4.0,חניון מחסה לציבור,794.0,השלושה,2, ,השלושה 2 ,                    ,45000.0,0.0,ללא מערכת סינון,, ,180164.06151166,663246.30152078,34.7876466,32.06142288,"אי.בי.סי ניהול חניונים חברת אטגר בע""מ",אי . בי . סי,כשיר לשימוש,,24/7,24/7,\\nas01\gis_users\herum\gdb\תיקי חניון ממוחשבים\אי בי סי,03-6879195,חמי,mailto:abc@ramot.co.il,052-8444866,כן,592-306,13/03/2026 10:13:17,
10687,858,2.0,מקלט ציבורי במוסדות חינוך,4147.0,אנקאווא רפאל הרב,13, ,אנקאווא רפאל הרב 13 ,ELNEKAVE            ,80.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס ""כפיר"". שער הכניסה נמצא לפני מגרשי הכדורסל הפתוחים, יש לחצות את המגרשים עד לבניין אולם הספורט, המקלט נמצא בקומת הקרקע של האולם ולו 2 כניסות - חזית וצד. דלתות אולם הספורט ייפתחו בחירום באחריות ביה""ס.",כן,181369.25022268,661737.03337804,34.80046877,32.04785388,,בית ספר כפיר,כשיר לשימוש,,,נפתח אוטומטית בשעת חירום,,,,,,כן,592-44,13/03/2026 10:13:17,
10688,126,2.0,מקלט ציבורי נגיש,920.0,עולי הגרדום,5, ,עולי הגרדום 5 ,OLEY HAGARDOM       ,120.0,0.0,ללא מערכת סינון,"המקלט נמצא בשטח ביה""ס ""ישגב"" - כניסה משער ראשי וימינה עולים במדרגות ומגמה שמאלה עד לכניסה.",כן,184501.41766948,668592.24611051,34.83338237,32.10977446,בית ספר ישגב,,כשיר לשימוש,,,נפתח אוטומטית בשעת חירום,,,,,,כן,592-158,13/03/2026 10:13:17,
