Manufacturer,Model,Year,Fuel_Type,Original_Price_ILS,Current_Price_ILS,Mileage_km,Hand,Ownership_Type
Toyota,Corolla,2024,Hybrid,155000,127783,1000,1,Company
Renault,Megane,2024,Diesel,140000,91081,4317,1,Company
Tesla,Model 3,2021,Electric,200000,200000,45281,2,Private
Mazda,Mazda 3,2019,Petrol,150000,90804,90784,1,Private
Tesla,Model 3,2019,Electric,200000,20000,98698,3,Private
Tesla,Model 3,2022,Electric,200000,148035,36426,2,Private
Hyundai,Tucson,2019,Petrol,175000,70826,92435,3,Private
Geely,Geometry C,2018,Electric,155000,23793,113503,1,Private
Kia,Sportage,2023,Petrol,175000,138469,20019,1,Private
Renault,Megane,2018,Diesel,140000,55805,107422,1,Private
Tesla,Model 3,2021,Electric,200000,101933,56964,3,Private
Renault,Megane,2022,Diesel,140000,50633,42585,3,Private
Skoda,Octavia,2019,Petrol,160000,32908,95951,2,Company
Geely,Geometry C,2022,Electric,155000,65079,41187,1,Leasing
BYD,Atto 3,2024,Electric,165000,115013,3595,1,Company
Renault,Megane,2023,Diesel,140000,53818,27098,1,Private
Kia,Sportage,2023,Petrol,175000,147387,17039,2,Company
Kia,Sportage,2020,Petrol,175000,76863,75288,3,Private
Kia,Sportage,2023,Petrol,175000,151567,18914,1,Private
Kia,Sportage,2020,Petrol,175000,127540,67828,3,Leasing
Geely,Geometry C,2018,Electric,155000,107374,102726,3,Private
Renault,Megane,2023,Diesel,140000,118943,17663,2,Private
Tesla,Model 3,2021,Electric,200000,66389,60248,3,Private
Hyundai,Tucson,2024,Petrol,175000,165588,1000,1,Private
Tesla,Model 3,2023,Electric,200000,163956,17220,2,Leasing
Kia,Sportage,2019,Petrol,175000,100805,89672,2,Private
Skoda,Octavia,2021,Petrol,160000,91316,56281,3,Private
Toyota,Corolla,2020,Hybrid,155000,155000,56776,3,Private
Hyundai,Tucson,2019,Petrol,175000,45638,95632,3,Private
BYD,Atto 3,2021,Electric,165000,74162,57868,1,Private
BYD,Atto 3,2023,Electric,165000,107444,20178,2,Leasing
BYD,Atto 3,2021,Electric,165000,90044,56244,2,Private
Hyundai,Tucson,2018,Petrol,175000,57580,111095,1,Private
Kia,Sportage,2021,Petrol,175000,119402,54448,1,Private
Renault,Megane,2022,Diesel,140000,66051,38731,2,Leasing
BYD,Atto 3,2022,Electric,165000,135196,32703,2,Leasing
BYD,Atto 3,2022,Electric,165000,57059,43475,3,Private
Skoda,Octavia,2019,Petrol,160000,93504,89817,1,Private
Toyota,Corolla,2023,Hybrid,155000,137779,16320,2,Leasing
Toyota,Corolla,2020,Hybrid,155000,78657,73793,3,Leasing
Tesla,Model 3,2022,Electric,200000,139576,37044,2,Private
Renault,Megane,2022,Diesel,140000,84665,36291,3,Leasing
BYD,Atto 3,2018,Electric,165000,107179,103174,3,Private
Mazda,Mazda 3,2018,Petrol,150000,147973,99845,2,Private
Skoda,Octavia,2019,Petrol,160000,83620,91057,3,Private
Renault,Megane,2021,Diesel,140000,20000,63837,3,Leasing
Tesla,Model 3,2019,Electric,200000,34064,97036,2,Private
Renault,Megane,2024,Diesel,140000,127691,2039,1,Private
Hyundai,Tucson,2022,Petrol,175000,105276,39358,1,Private
Mazda,Mazda 3,2020,Petrol,150000,150000,63424,1,Private
Tesla,Model 3,2023,Electric,200000,194032,14146,1,Leasing
BYD,Atto 3,2024,Electric,165000,107413,7172,1,Private
Kia,Sportage,2021,Petrol,175000,126345,52689,3,Private
Geely,Geometry C,2021,Electric,155000,105033,53403,1,Private
Kia,Sportage,2019,Petrol,175000,86885,91005,1,Private
Hyundai,Tucson,2024,Petrol,175000,172689,1000,1,Private
Geely,Geometry C,2022,Electric,155000,126395,32596,1,Leasing
Geely,Geometry C,2018,Electric,155000,51943,108453,3,Company
Skoda,Octavia,2022,Petrol,160000,142260,31669,2,Leasing
Hyundai,Tucson,2024,Petrol,175000,151341,2536,1,Private
BYD,Atto 3,2022,Electric,165000,165000,31165,1,Private
Skoda,Octavia,2020,Petrol,160000,57166,77907,1,Private
Tesla,Model 3,2020,Electric,200000,178627,65817,2,Private
BYD,Atto 3,2021,Electric,165000,42359,60372,2,Leasing
Kia,Sportage,2022,Petrol,175000,134293,36132,3,Private
Toyota,Corolla,2024,Hybrid,155000,121284,4467,1,Private
Tesla,Model 3,2024,Electric,200000,184106,1000,1,Private
Renault,Megane,2021,Diesel,140000,63738,57112,2,Private
Skoda,Octavia,2024,Petrol,160000,149520,1000,1,Private
Tesla,Model 3,2022,Electric,200000,200000,21864,2,Leasing
Toyota,Corolla,2024,Hybrid,155000,69076,11397,1,Private
Toyota,Corolla,2022,Hybrid,155000,150403,32522,2,Private
Hyundai,Tucson,2018,Petrol,175000,104977,103998,3,Company
Hyundai,Tucson,2024,Petrol,175000,141981,1000,1,Leasing
BYD,Atto 3,2019,Electric,165000,134093,83281,2,Private
Mazda,Mazda 3,2020,Petrol,150000,68571,76269,2,Private
Hyundai,Tucson,2022,Petrol,175000,60216,42666,2,Company
Kia,Sportage,2020,Petrol,175000,147600,67859,1,Private
Geely,Geometry C,2024,Electric,155000,125144,1000,1,Leasing
Tesla,Model 3,2024,Electric,200000,189253,1000,1,Private
Renault,Megane,2020,Diesel,140000,44300,75974,2,Private
BYD,Atto 3,2023,Electric,165000,85623,24745,2,Private
BYD,Atto 3,2018,Electric,165000,45567,109710,2,Leasing
BYD,Atto 3,2018,Electric,165000,20000,117586,3,Private
Mazda,Mazda 3,2019,Petrol,150000,68646,93235,2,Private
Toyota,Corolla,2023,Hybrid,155000,155000,12930,2,Private
Skoda,Octavia,2020,Petrol,160000,105960,70207,2,Leasing
Hyundai,Tucson,2023,Petrol,175000,175000,11875,2,Leasing
Mazda,Mazda 3,2023,Petrol,150000,127320,18217,2,Private
Geely,Geometry C,2022,Electric,155000,64027,40450,3,Leasing
Mazda,Mazda 3,2019,Petrol,150000,83505,89485,1,Company
Toyota,Corolla,2019,Hybrid,155000,45018,95692,1,Leasing
Geely,Geometry C,2024,Electric,155000,152172,1000,1,Private
Tesla,Model 3,2020,Electric,200000,128594,69140,3,Leasing
Toyota,Corolla,2020,Hybrid,155000,88867,74375,2,Private
Kia,Sportage,2022,Petrol,175000,79189,40331,3,Company
Renault,Megane,2019,Diesel,140000,81626,87043,2,Private
Hyundai,Tucson,2022,Petrol,175000,92077,38810,3,Leasing
Mazda,Mazda 3,2022,Petrol,150000,148189,32782,2,Private
Renault,Megane,2019,Diesel,140000,81839,85471,3,Company
Kia,Sportage,2019,Petrol,175000,123785,86687,3,Private
Toyota,Corolla,2023,Hybrid,155000,155000,10368,2,Private
Skoda,Octavia,2022,Petrol,160000,100913,38585,3,Private
Tesla,Model 3,2021,Electric,200000,20000,67326,2,Company
Mazda,Mazda 3,2021,Petrol,150000,112893,54502,1,Private
Kia,Sportage,2019,Petrol,175000,175000,79661,2,Private
Kia,Sportage,2018,Petrol,175000,160754,97735,2,Leasing
Kia,Sportage,2021,Petrol,175000,174308,48095,3,Private
Toyota,Corolla,2024,Hybrid,155000,107960,3496,1,Leasing
Skoda,Octavia,2023,Petrol,160000,160000,13378,2,Private
Hyundai,Tucson,2023,Petrol,175000,170801,15891,2,Private
Skoda,Octavia,2022,Petrol,160000,96757,39129,3,Private
Hyundai,Tucson,2022,Petrol,175000,164720,32444,1,Private
BYD,Atto 3,2021,Electric,165000,111827,51475,3,Leasing
Tesla,Model 3,2023,Electric,200000,92328,26226,1,Private
Renault,Megane,2023,Diesel,140000,134968,15406,2,Private
Tesla,Model 3,2024,Electric,200000,143748,5071,1,Private
Mazda,Mazda 3,2021,Petrol,150000,87469,57259,1,Private
Kia,Sportage,2021,Petrol,175000,98263,56713,3,Private
Geely,Geometry C,2024,Electric,155000,125712,1000,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,146185,13906,2,Leasing
Geely,Geometry C,2022,Electric,155000,78052,40488,3,Private
Hyundai,Tucson,2023,Petrol,175000,175000,10268,2,Private
Geely,Geometry C,2021,Electric,155000,35274,60620,2,Leasing
Renault,Megane,2018,Diesel,140000,65969,106276,1,Private
Toyota,Corolla,2021,Hybrid,155000,116721,54061,1,Private
Toyota,Corolla,2023,Hybrid,155000,155000,8503,1,Leasing
BYD,Atto 3,2019,Electric,165000,93673,88360,3,Private
Hyundai,Tucson,2020,Petrol,175000,75495,75391,3,Private
BYD,Atto 3,2019,Electric,165000,96148,88145,3,Private
Skoda,Octavia,2024,Petrol,160000,101584,7339,1,Private
Toyota,Corolla,2019,Hybrid,155000,84642,89848,3,Leasing
Skoda,Octavia,2022,Petrol,160000,131226,33084,3,Leasing
Tesla,Model 3,2024,Electric,200000,139373,5958,1,Private
Toyota,Corolla,2018,Hybrid,155000,46751,114041,2,Private
Tesla,Model 3,2021,Electric,200000,200000,45223,3,Leasing
Tesla,Model 3,2023,Electric,200000,200000,7521,1,Private
Toyota,Corolla,2018,Hybrid,155000,90471,106933,2,Leasing
Geely,Geometry C,2022,Electric,155000,155000,29297,1,Private
Hyundai,Tucson,2018,Petrol,175000,94933,106400,3,Private
Mazda,Mazda 3,2018,Petrol,150000,31190,115076,2,Private
Skoda,Octavia,2024,Petrol,160000,129795,1000,1,Company
Kia,Sportage,2022,Petrol,175000,125024,36587,3,Private
Renault,Megane,2019,Diesel,140000,47741,90757,3,Leasing
Geely,Geometry C,2019,Electric,155000,79080,89705,3,Private
Skoda,Octavia,2020,Petrol,160000,100154,70895,2,Company
BYD,Atto 3,2024,Electric,165000,132814,1000,1,Company
Toyota,Corolla,2021,Hybrid,155000,20000,64968,3,Company
Tesla,Model 3,2018,Electric,200000,20000,115964,2,Private
Hyundai,Tucson,2024,Petrol,175000,113349,7326,1,Private
BYD,Atto 3,2021,Electric,165000,91415,55649,2,Private
Geely,Geometry C,2022,Electric,155000,98121,36232,3,Leasing
Renault,Megane,2021,Diesel,140000,120958,48674,2,Private
Kia,Sportage,2024,Petrol,175000,170202,1000,1,Private
Renault,Megane,2021,Diesel,140000,41272,59767,3,Private
Hyundai,Tucson,2018,Petrol,175000,125037,103309,3,Private
Skoda,Octavia,2021,Petrol,160000,42937,62544,3,Private
Hyundai,Tucson,2020,Petrol,175000,74342,74595,2,Company
Mazda,Mazda 3,2018,Petrol,150000,130153,101399,3,Private
Mazda,Mazda 3,2020,Petrol,150000,111234,70806,3,Private
Kia,Sportage,2023,Petrol,175000,175000,8528,2,Private
Mazda,Mazda 3,2018,Petrol,150000,58028,111148,3,Private
Skoda,Octavia,2021,Petrol,160000,111370,52794,1,Company
Renault,Megane,2024,Diesel,140000,130220,1145,1,Private
Tesla,Model 3,2023,Electric,200000,137149,20052,1,Leasing
Skoda,Octavia,2021,Petrol,160000,108017,53145,1,Company
Renault,Megane,2023,Diesel,140000,140000,8122,2,Private
Renault,Megane,2024,Diesel,140000,61772,8414,1,Company
Hyundai,Tucson,2020,Petrol,175000,94486,73503,2,Private
Hyundai,Tucson,2022,Petrol,175000,86345,39837,1,Company
Tesla,Model 3,2018,Electric,200000,53688,110460,2,Company
Kia,Sportage,2023,Petrol,175000,136452,19811,2,Private
Renault,Megane,2022,Diesel,140000,67300,40548,1,Private
Skoda,Octavia,2019,Petrol,160000,92466,89551,3,Private
Mazda,Mazda 3,2022,Petrol,150000,66903,43769,1,Private
BYD,Atto 3,2019,Electric,165000,35991,94158,3,Leasing
Tesla,Model 3,2019,Electric,200000,174537,82922,2,Private
Hyundai,Tucson,2020,Petrol,175000,65025,76889,3,Private
Geely,Geometry C,2021,Electric,155000,97703,53793,2,Private
Toyota,Corolla,2019,Hybrid,155000,20000,100795,3,Private
Mazda,Mazda 3,2021,Petrol,150000,101066,53057,3,Leasing
Toyota,Corolla,2018,Hybrid,155000,155000,97145,1,Private
Mazda,Mazda 3,2019,Petrol,150000,150000,77113,2,Leasing
BYD,Atto 3,2024,Electric,165000,154488,1000,1,Private
Toyota,Corolla,2023,Hybrid,155000,144503,17635,2,Private
Skoda,Octavia,2020,Petrol,160000,20000,81446,1,Leasing
Toyota,Corolla,2024,Hybrid,155000,142627,1000,1,Private
Mazda,Mazda 3,2021,Petrol,150000,38367,63749,1,Private
Renault,Megane,2021,Diesel,140000,98389,51701,3,Private
Mazda,Mazda 3,2022,Petrol,150000,119757,36944,1,Private
Hyundai,Tucson,2020,Petrol,175000,88565,72706,1,Leasing
Skoda,Octavia,2021,Petrol,160000,109653,54725,1,Private
Kia,Sportage,2018,Petrol,175000,92512,107345,1,Private
Skoda,Octavia,2020,Petrol,160000,142957,66590,3,Private
Hyundai,Tucson,2023,Petrol,175000,169662,16002,1,Private
Kia,Sportage,2022,Petrol,175000,117154,35840,3,Leasing
Renault,Megane,2023,Diesel,140000,85266,22571,1,Private
Skoda,Octavia,2024,Petrol,160000,116756,5802,1,Private
BYD,Atto 3,2024,Electric,165000,157001,1000,1,Private
Hyundai,Tucson,2021,Petrol,175000,124626,52408,1,Company
Tesla,Model 3,2020,Electric,200000,143231,68853,3,Private
Kia,Sportage,2019,Petrol,175000,119001,86466,1,Company
Mazda,Mazda 3,2024,Petrol,150000,122818,1000,1,Company
Renault,Megane,2024,Diesel,140000,137323,1000,1,Private
Mazda,Mazda 3,2022,Petrol,150000,150000,28484,1,Leasing
Kia,Sportage,2022,Petrol,175000,91397,40978,1,Private
Hyundai,Tucson,2018,Petrol,175000,43063,113023,1,Private
Tesla,Model 3,2020,Electric,200000,35338,80063,3,Private
Kia,Sportage,2022,Petrol,175000,88822,40870,3,Private
BYD,Atto 3,2020,Electric,165000,109587,69540,2,Private
Tesla,Model 3,2020,Electric,200000,163418,66747,1,Leasing
Geely,Geometry C,2019,Electric,155000,41387,94230,3,Private
Mazda,Mazda 3,2020,Petrol,150000,129491,67373,1,Leasing
BYD,Atto 3,2020,Electric,165000,119618,66589,3,Company
Kia,Sportage,2022,Petrol,175000,132069,35866,2,Private
Tesla,Model 3,2018,Electric,200000,20000,117083,2,Private
Mazda,Mazda 3,2018,Petrol,150000,54943,111989,1,Private
Mazda,Mazda 3,2021,Petrol,150000,63919,59936,2,Private
Skoda,Octavia,2020,Petrol,160000,45680,77701,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,155000,48098,2,Private
Renault,Megane,2024,Diesel,140000,90480,4395,1,Company
Hyundai,Tucson,2018,Petrol,175000,113736,103267,1,Company
Renault,Megane,2020,Diesel,140000,20000,79830,1,Leasing
Skoda,Octavia,2022,Petrol,160000,160000,25563,1,Private
Skoda,Octavia,2019,Petrol,160000,119093,87057,1,Private
Renault,Megane,2023,Diesel,140000,81947,22613,2,Private
Geely,Geometry C,2019,Electric,155000,100808,86378,2,Private
BYD,Atto 3,2018,Electric,165000,124053,100086,2,Leasing
Renault,Megane,2023,Diesel,140000,20000,34043,1,Private
Renault,Megane,2018,Diesel,140000,83016,103949,1,Private
Renault,Megane,2023,Diesel,140000,88628,20406,2,Leasing
Renault,Megane,2018,Diesel,140000,76436,104578,1,Private
BYD,Atto 3,2023,Electric,165000,137224,16683,1,Company
Kia,Sportage,2020,Petrol,175000,92525,73080,3,Private
BYD,Atto 3,2019,Electric,165000,55583,92041,2,Leasing
Kia,Sportage,2023,Petrol,175000,99815,22583,1,Company
Mazda,Mazda 3,2022,Petrol,150000,69660,42928,1,Private
Kia,Sportage,2018,Petrol,175000,87558,107935,1,Private
Renault,Megane,2018,Diesel,140000,49439,108436,3,Private
Hyundai,Tucson,2024,Petrol,175000,152723,1882,1,Private
Renault,Megane,2024,Diesel,140000,112225,1000,1,Company
BYD,Atto 3,2021,Electric,165000,61976,59398,1,Private
BYD,Atto 3,2020,Electric,165000,160643,63255,3,Private
Geely,Geometry C,2023,Electric,155000,123626,19409,2,Private
Mazda,Mazda 3,2019,Petrol,150000,146728,82637,3,Private
Hyundai,Tucson,2023,Petrol,175000,171559,13525,2,Leasing
BYD,Atto 3,2024,Electric,165000,153805,1000,1,Private
Mazda,Mazda 3,2020,Petrol,150000,58170,77944,1,Private
Geely,Geometry C,2023,Electric,155000,142516,17130,1,Private
Geely,Geometry C,2024,Electric,155000,103345,6692,1,Private
Geely,Geometry C,2024,Electric,155000,60423,9598,1,Company
Mazda,Mazda 3,2020,Petrol,150000,94307,72989,2,Private
Renault,Megane,2018,Diesel,140000,29800,110019,3,Company
Kia,Sportage,2020,Petrol,175000,142370,68527,1,Private
Mazda,Mazda 3,2020,Petrol,150000,83368,72952,2,Leasing
Hyundai,Tucson,2019,Petrol,175000,123807,86266,3,Private
Tesla,Model 3,2020,Electric,200000,170933,66380,2,Private
Toyota,Corolla,2021,Hybrid,155000,101478,55890,3,Private
Geely,Geometry C,2022,Electric,155000,78907,40033,3,Private
Toyota,Corolla,2024,Hybrid,155000,150551,1000,1,Private
Toyota,Corolla,2018,Hybrid,155000,57990,111068,2,Leasing
Renault,Megane,2024,Diesel,140000,136974,1000,1,Private
Tesla,Model 3,2023,Electric,200000,132216,20292,2,Leasing
Skoda,Octavia,2022,Petrol,160000,52322,43338,2,Leasing
Skoda,Octavia,2021,Petrol,160000,92977,54499,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,86270,56492,1,Company
Tesla,Model 3,2024,Electric,200000,190662,1000,1,Private
Kia,Sportage,2023,Petrol,175000,160105,17861,1,Private
Mazda,Mazda 3,2020,Petrol,150000,150000,62682,3,Private
Skoda,Octavia,2022,Petrol,160000,84840,39940,1,Leasing
Skoda,Octavia,2019,Petrol,160000,117401,87360,2,Private
Renault,Megane,2021,Diesel,140000,140000,43706,2,Leasing
Toyota,Corolla,2021,Hybrid,155000,121048,53926,1,Private
Toyota,Corolla,2022,Hybrid,155000,122074,37300,2,Private
Skoda,Octavia,2021,Petrol,160000,160000,47669,1,Private
Skoda,Octavia,2021,Petrol,160000,42710,62769,2,Private
BYD,Atto 3,2022,Electric,165000,165000,29760,2,Private
Skoda,Octavia,2024,Petrol,160000,154020,1000,1,Private
Kia,Sportage,2020,Petrol,175000,92676,72759,1,Company
Hyundai,Tucson,2018,Petrol,175000,52223,111472,3,Private
Renault,Megane,2021,Diesel,140000,78818,54508,2,Private
Hyundai,Tucson,2023,Petrol,175000,120892,19531,1,Leasing
Tesla,Model 3,2019,Electric,200000,74361,91979,1,Company
BYD,Atto 3,2024,Electric,165000,155741,1000,1,Private
Toyota,Corolla,2018,Hybrid,155000,75358,110216,3,Private
Tesla,Model 3,2024,Electric,200000,165098,1000,1,Company
Renault,Megane,2019,Diesel,140000,35482,93778,2,Private
Hyundai,Tucson,2022,Petrol,175000,105763,38621,3,Private
Renault,Megane,2023,Diesel,140000,139357,15108,2,Private
Toyota,Corolla,2021,Hybrid,155000,106708,55475,3,Private
Kia,Sportage,2024,Petrol,175000,165929,1000,1,Private
Mazda,Mazda 3,2023,Petrol,150000,118066,20199,1,Private
Renault,Megane,2018,Diesel,140000,66058,105666,2,Private
Mazda,Mazda 3,2022,Petrol,150000,89059,40226,1,Private
Mazda,Mazda 3,2021,Petrol,150000,118539,53123,2,Private
Hyundai,Tucson,2020,Petrol,175000,115425,71523,1,Private
Mazda,Mazda 3,2020,Petrol,150000,108223,69085,1,Company
Geely,Geometry C,2021,Electric,155000,85444,56001,3,Private
Toyota,Corolla,2019,Hybrid,155000,45531,95036,3,Leasing
Renault,Megane,2018,Diesel,140000,43724,108116,3,Company
Tesla,Model 3,2019,Electric,200000,62610,93018,1,Leasing
Renault,Megane,2020,Diesel,140000,20929,79007,3,Private
BYD,Atto 3,2018,Electric,165000,62747,108762,1,Private
Mazda,Mazda 3,2018,Petrol,150000,142521,100242,1,Private
BYD,Atto 3,2022,Electric,165000,83810,40876,2,Private
Tesla,Model 3,2022,Electric,200000,200000,31845,1,Private
Geely,Geometry C,2022,Electric,155000,148419,31760,1,Private
Hyundai,Tucson,2020,Petrol,175000,151402,67613,1,Private
Kia,Sportage,2023,Petrol,175000,100664,22424,1,Leasing
Hyundai,Tucson,2022,Petrol,175000,175000,29940,3,Private
Skoda,Octavia,2019,Petrol,160000,129181,83569,3,Leasing
Geely,Geometry C,2022,Electric,155000,79644,39184,1,Leasing
Toyota,Corolla,2019,Hybrid,155000,155000,81276,2,Private
Tesla,Model 3,2023,Electric,200000,200000,12723,2,Private
Mazda,Mazda 3,2024,Petrol,150000,145650,1000,1,Private
Hyundai,Tucson,2021,Petrol,175000,143835,51470,1,Private
Kia,Sportage,2023,Petrol,175000,175000,12889,1,Private
Hyundai,Tucson,2021,Petrol,175000,100055,56011,2,Private
Geely,Geometry C,2019,Electric,155000,89033,87708,3,Private
Kia,Sportage,2023,Petrol,175000,153788,18030,1,Private
Tesla,Model 3,2019,Electric,200000,74373,92634,3,Private
BYD,Atto 3,2019,Electric,165000,72196,90037,1,Leasing
Tesla,Model 3,2023,Electric,200000,117289,23872,1,Private
Geely,Geometry C,2023,Electric,155000,88477,23937,1,Private
Tesla,Model 3,2018,Electric,200000,88984,108327,3,Private
Toyota,Corolla,2021,Hybrid,155000,58448,61991,1,Private
Geely,Geometry C,2019,Electric,155000,155000,78721,2,Leasing
Mazda,Mazda 3,2021,Petrol,150000,79778,56155,2,Company
Kia,Sportage,2022,Petrol,175000,173198,31361,1,Private
BYD,Atto 3,2023,Electric,165000,137511,18507,2,Private
Kia,Sportage,2020,Petrol,175000,168930,65776,1,Private
Hyundai,Tucson,2023,Petrol,175000,127184,21394,1,Private
Toyota,Corolla,2018,Hybrid,155000,107550,106079,3,Private
BYD,Atto 3,2021,Electric,165000,134173,50189,2,Private
Mazda,Mazda 3,2022,Petrol,150000,139816,33704,3,Private
Geely,Geometry C,2024,Electric,155000,133734,2908,1,Private
Hyundai,Tucson,2019,Petrol,175000,20000,102317,2,Private
Hyundai,Tucson,2024,Petrol,175000,169576,1000,1,Private
Toyota,Corolla,2019,Hybrid,155000,108942,88581,2,Private
BYD,Atto 3,2024,Electric,165000,116680,5952,1,Private
Mazda,Mazda 3,2019,Petrol,150000,22518,97577,3,Company
Hyundai,Tucson,2020,Petrol,175000,57148,77732,3,Private
Geely,Geometry C,2021,Electric,155000,113932,52585,2,Private
Hyundai,Tucson,2019,Petrol,175000,51609,95263,1,Private
Hyundai,Tucson,2023,Petrol,175000,146224,19309,2,Private
Kia,Sportage,2018,Petrol,175000,110014,105593,2,Private
BYD,Atto 3,2021,Electric,165000,20000,65529,2,Leasing
Renault,Megane,2021,Diesel,140000,135410,47003,3,Private
Tesla,Model 3,2023,Electric,200000,120884,23604,1,Private
Mazda,Mazda 3,2024,Petrol,150000,73244,7848,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,105697,21895,1,Private
Mazda,Mazda 3,2020,Petrol,150000,93557,72822,2,Private
BYD,Atto 3,2019,Electric,165000,71593,91135,3,Private
BYD,Atto 3,2022,Electric,165000,122576,36433,2,Private
Mazda,Mazda 3,2024,Petrol,150000,119858,1000,1,Leasing
BYD,Atto 3,2018,Electric,165000,61596,109052,3,Private
Kia,Sportage,2021,Petrol,175000,50298,61960,2,Private
BYD,Atto 3,2021,Electric,165000,119093,51061,3,Company
Renault,Megane,2018,Diesel,140000,20000,115074,1,Private
Renault,Megane,2018,Diesel,140000,76245,103629,2,Leasing
Tesla,Model 3,2019,Electric,200000,93442,91315,2,Private
Tesla,Model 3,2019,Electric,200000,138859,84930,1,Leasing
Skoda,Octavia,2022,Petrol,160000,118330,36590,3,Private
Kia,Sportage,2019,Petrol,175000,175000,79502,2,Private
Hyundai,Tucson,2021,Petrol,175000,38121,62217,1,Leasing
Renault,Megane,2018,Diesel,140000,34863,109614,1,Leasing
Renault,Megane,2020,Diesel,140000,128090,63310,1,Company
Kia,Sportage,2024,Petrol,175000,84367,10510,1,Private
Renault,Megane,2022,Diesel,140000,80370,39095,2,Private
Kia,Sportage,2024,Petrol,175000,168033,1000,1,Private
Hyundai,Tucson,2018,Petrol,175000,175000,94181,1,Private
Geely,Geometry C,2021,Electric,155000,26873,62095,1,Leasing
Tesla,Model 3,2021,Electric,200000,137059,53374,1,Private
Tesla,Model 3,2023,Electric,200000,153677,20168,1,Private
Skoda,Octavia,2018,Petrol,160000,104367,104326,3,Company
BYD,Atto 3,2022,Electric,165000,84030,40779,2,Private
Mazda,Mazda 3,2019,Petrol,150000,135955,84864,1,Private
Mazda,Mazda 3,2018,Petrol,150000,73451,109748,1,Private
Hyundai,Tucson,2020,Petrol,175000,110575,69429,3,Leasing
BYD,Atto 3,2018,Electric,165000,32508,112488,3,Private
Renault,Megane,2023,Diesel,140000,140000,14423,1,Private
Toyota,Corolla,2024,Hybrid,155000,130641,1000,1,Company
BYD,Atto 3,2022,Electric,165000,110421,37564,1,Private
Geely,Geometry C,2021,Electric,155000,98591,54328,1,Private
Renault,Megane,2020,Diesel,140000,63563,73325,2,Private
BYD,Atto 3,2022,Electric,165000,152497,32755,1,Private
Tesla,Model 3,2020,Electric,200000,150955,68524,2,Private
Toyota,Corolla,2023,Hybrid,155000,86890,22973,2,Company
Renault,Megane,2018,Diesel,140000,71741,105430,1,Private
Renault,Megane,2023,Diesel,140000,89258,22174,1,Private
Mazda,Mazda 3,2023,Petrol,150000,150000,12607,2,Leasing
Mazda,Mazda 3,2024,Petrol,150000,113408,4631,1,Private
Toyota,Corolla,2024,Hybrid,155000,146269,1068,1,Private
Skoda,Octavia,2019,Petrol,160000,41713,96124,3,Private
Geely,Geometry C,2021,Electric,155000,39735,60452,1,Leasing
Tesla,Model 3,2020,Electric,200000,178939,65996,2,Private
Geely,Geometry C,2022,Electric,155000,114765,36784,1,Private
Tesla,Model 3,2023,Electric,200000,110544,22474,1,Leasing
Mazda,Mazda 3,2023,Petrol,150000,117891,20651,1,Private
Mazda,Mazda 3,2024,Petrol,150000,123122,1522,1,Leasing
Mazda,Mazda 3,2024,Petrol,150000,143688,1000,1,Private
Kia,Sportage,2024,Petrol,175000,142490,1000,1,Leasing
Kia,Sportage,2023,Petrol,175000,159522,16884,1,Private
BYD,Atto 3,2023,Electric,165000,129996,19410,1,Private
Renault,Megane,2022,Diesel,140000,101243,35882,1,Private
Hyundai,Tucson,2021,Petrol,175000,133431,52627,2,Private
Hyundai,Tucson,2020,Petrol,175000,117148,70168,3,Private
Renault,Megane,2018,Diesel,140000,39743,108883,2,Leasing
Tesla,Model 3,2020,Electric,200000,112607,72657,2,Private
Geely,Geometry C,2018,Electric,155000,43517,110858,2,Private
Kia,Sportage,2018,Petrol,175000,84157,107004,1,Company
Hyundai,Tucson,2019,Petrol,175000,90201,90924,2,Private
Renault,Megane,2021,Diesel,140000,40253,58765,3,Company
Geely,Geometry C,2022,Electric,155000,113880,34500,1,Leasing
Toyota,Corolla,2021,Hybrid,155000,93062,57335,3,Private
Renault,Megane,2023,Diesel,140000,140000,10274,2,Leasing
Skoda,Octavia,2020,Petrol,160000,70856,76087,1,Private
Toyota,Corolla,2019,Hybrid,155000,130801,85432,2,Private
Tesla,Model 3,2019,Electric,200000,111055,87942,2,Leasing
BYD,Atto 3,2019,Electric,165000,110031,86699,2,Private
Hyundai,Tucson,2023,Petrol,175000,175000,12387,2,Private
Hyundai,Tucson,2020,Petrol,175000,68068,76863,1,Private
Skoda,Octavia,2024,Petrol,160000,124789,4177,1,Private
Renault,Megane,2018,Diesel,140000,80374,104099,3,Private
Skoda,Octavia,2020,Petrol,160000,95670,73525,1,Private
Geely,Geometry C,2021,Electric,155000,55171,59740,2,Private
Renault,Megane,2023,Diesel,140000,123817,17085,2,Private
Kia,Sportage,2019,Petrol,175000,138742,85638,1,Private
Toyota,Corolla,2023,Hybrid,155000,69207,27175,1,Private
BYD,Atto 3,2020,Electric,165000,112580,69468,1,Private
BYD,Atto 3,2018,Electric,165000,75013,107853,1,Private
Hyundai,Tucson,2021,Petrol,175000,87360,55976,2,Leasing
Kia,Sportage,2022,Petrol,175000,151488,34492,2,Private
